ano,nome_municipio,n
2013,Santo Antônio de Pádua,148
2014,Santo Antônio de Pádua,78
2015,Santo Antônio de Pádua,121
2016,Santo Antônio de Pádua,69
2017,Santo Antônio de Pádua,79
2018,Santo Antônio de Pádua,75
2019,Santo Antônio de Pádua,117
2020,Santo Antônio de Pádua,73
2021,Santo Antônio de Pádua,61
2022,Santo Antônio de Pádua,129
2023,Santo Antônio de Pádua,132
2024,Santo Antônio de Pádua,101
2025,Santo Antônio de Pádua,118
2010,São Fidélis,19
2011,São Fidélis,21
2012,São Fidélis,21
2013,São Fidélis,11
2014,São Fidélis,17
2015,São Fidélis,13
2016,São Fidélis,18
2017,São Fidélis,19
2018,São Fidélis,16
2019,São Fidélis,9
2020,São Fidélis,3
2021,São Fidélis,8
2022,São Fidélis,18
2023,São Fidélis,20
2024,São Fidélis,20
2025,São Fidélis,14
2010,São Francisco de Itabapoana,66
2011,São Francisco de Itabapoana,68
2012,São Francisco de Itabapoana,43
2013,São Francisco de Itabapoana,27
2014,São Francisco de Itabapoana,28
2015,São Francisco de Itabapoana,30
2016,São Francisco de Itabapoana,42
2017,São Francisco de Itabapoana,16
2018,São Francisco de Itabapoana,38
2019,São Francisco de Itabapoana,50
2020,São Francisco de Itabapoana,53
2021,São Francisco de Itabapoana,64
2022,São Francisco de Itabapoana,82
2023,São Francisco de Itabapoana,84
2024,São Francisco de Itabapoana,109
2025,São Francisco de Itabapoana,86
2010,São Gonçalo,947
2011,São Gonçalo,1225
2012,São Gonçalo,1298
2013,São Gonçalo,935
2014,São Gonçalo,791
2015,São Gonçalo,736
2016,São Gonçalo,924
2017,São Gonçalo,1297
2018,São Gonçalo,1347
2019,São Gonçalo,1374
2020,São Gonçalo,1568
2021,São Gonçalo,1638
2022,São Gonçalo,1915
2023,São Gonçalo,1971
2024,São Gonçalo,1816
2025,São Gonçalo,2117
2010,São João da Barra,30
2011,São João da Barra,23
2012,São João da Barra,22
2013,São João da Barra,17
2014,São João da Barra,22
2015,São João da Barra,18
2016,São João da Barra,18
2017,São João da Barra,38
2018,São João da Barra,73
2019,São João da Barra,60
2020,São João da Barra,58
2021,São João da Barra,98
2022,São João da Barra,147
2023,São João da Barra,207
2024,São João da Barra,142
2025,São João da Barra,136
2010,São João de Meriti,668
2011,São João de Meriti,447
2012,São João de Meriti,291
2013,São João de Meriti,186
2014,São João de Meriti,330
2015,São João de Meriti,473
2016,São João de Meriti,462
2017,São João de Meriti,529
2018,São João de Meriti,402
2019,São João de Meriti,312
2020,São João de Meriti,251
2021,São João de Meriti,514
2022,São João de Meriti,595
2023,São João de Meriti,356
2024,São João de Meriti,320
2025,São João de Meriti,798
2010,São José de Ubá,6
2011,São José de Ubá,6
2012,São José de Ubá,7
2013,São José de Ubá,3
2014,São José de Ubá,6
2015,São José de Ubá,10
2016,São José de Ubá,9
2017,São José de Ubá,10
2018,São José de Ubá,8
2019,São José de Ubá,5
2020,São José de Ubá,1
2021,São José de Ubá,3
2022,São José de Ubá,4
2023,São José de Ubá,8
2024,São José de Ubá,7
2025,São José de Ubá,12
2010,São José do Vale do Rio Preto,41
2011,São José do Vale do Rio Preto,45
2012,São José do Vale do Rio Preto,51
2013,São José do Vale do Rio Preto,35
2014,São José do Vale do Rio Preto,33
2015,São José do Vale do Rio Preto,45
2016,São José do Vale do Rio Preto,32
2017,São José do Vale do Rio Preto,29
2018,São José do Vale do Rio Preto,40
2019,São José do Vale do Rio Preto,33
2020,São José do Vale do Rio Preto,28
2021,São José do Vale do Rio Preto,25
2022,São José do Vale do Rio Preto,56
2023,São José do Vale do Rio Preto,49
2024,São José do Vale do Rio Preto,29
2025,São José do Vale do Rio Preto,22
2010,São Pedro da Aldeia,10
2011,São Pedro da Aldeia,15
2012,São Pedro da Aldeia,9
2013,São Pedro da Aldeia,17
2014,São Pedro da Aldeia,26
2015,São Pedro da Aldeia,13
2016,São Pedro da Aldeia,15
2017,São Pedro da Aldeia,18
2018,São Pedro da Aldeia,12
2019,São Pedro da Aldeia,18
2020,São Pedro da Aldeia,17
2021,São Pedro da Aldeia,37
2022,São Pedro da Aldeia,90
2023,São Pedro da Aldeia,112
2024,São Pedro da Aldeia,110
2025,São Pedro da Aldeia,130
2010,São Sebastião do Alto,27
2011,São Sebastião do Alto,25
2012,São Sebastião do Alto,17
2013,São Sebastião do Alto,15
2014,São Sebastião do Alto,21
2015,São Sebastião do Alto,20
2016,São Sebastião do Alto,15
2017,São Sebastião do Alto,15
2018,São Sebastião do Alto,12
2019,São Sebastião do Alto,8
2020,São Sebastião do Alto,12
2021,São Sebastião do Alto,12
2022,São Sebastião do Alto,9
2023,São Sebastião do Alto,8
2024,São Sebastião do Alto,11
2025,São Sebastião do Alto,14
2010,Sapucaia,16
2011,Sapucaia,22
2012,Sapucaia,14
2013,Sapucaia,12
2014,Sapucaia,12
2015,Sapucaia,4
2016,Sapucaia,9
2017,Sapucaia,9
2018,Sapucaia,19
2019,Sapucaia,18
2020,Sapucaia,11
2021,Sapucaia,8
2022,Sapucaia,14
2023,Sapucaia,10
2024,Sapucaia,28
2025,Sapucaia,44
2010,Saquarema,98
2011,Saquarema,94
2012,Saquarema,104
2013,Saquarema,93
2014,Saquarema,92
2015,Saquarema,110
2016,Saquarema,110
2017,Saquarema,110
2018,Saquarema,146
2019,Saquarema,154
2020,Saquarema,143
2021,Saquarema,138
2022,Saquarema,153
2023,Saquarema,166
2024,Saquarema,166
2025,Saquarema,214
2010,Seropédica,62
2011,Seropédica,9
2012,Seropédica,20
2013,Seropédica,18
2014,Seropédica,20
2015,Seropédica,22
2016,Seropédica,24
2017,Seropédica,37
2018,Seropédica,47
2019,Seropédica,44
2020,Seropédica,31
2021,Seropédica,30
2022,Seropédica,43
2023,Seropédica,39
2024,Seropédica,61
2025,Seropédica,54
2010,Silva Jardim,13
2011,Silva Jardim,21
2012,Silva Jardim,25
2013,Silva Jardim,35
2014,Silva Jardim,41
2015,Silva Jardim,40
2016,Silva Jardim,25
2017,Silva Jardim,26
2018,Silva Jardim,50
2019,Silva Jardim,40
2020,Silva Jardim,25
2021,Silva Jardim,32
2022,Silva Jardim,41
2023,Silva Jardim,40
2024,Silva Jardim,32
2025,Silva Jardim,32
2010,Sumidouro,32
2011,Sumidouro,17
2012,Sumidouro,13
2013,Sumidouro,20
2014,Sumidouro,24
2015,Sumidouro,41
2016,Sumidouro,32
2017,Sumidouro,28
2018,Sumidouro,16
2019,Sumidouro,23
2020,Sumidouro,28
2021,Sumidouro,30
2022,Sumidouro,34
2023,Sumidouro,34
2024,Sumidouro,28
2025,Sumidouro,21
2010,Tanguá,27
2011,Tanguá,33
2012,Tanguá,28
2013,Tanguá,23
2014,Tanguá,22
2015,Tanguá,24
2016,Tanguá,27
2017,Tanguá,26
2018,Tanguá,38
2019,Tanguá,42
2020,Tanguá,24
2021,Tanguá,30
2022,Tanguá,43
2023,Tanguá,45
2024,Tanguá,29
2025,Tanguá,44
2010,Teresópolis,265
2011,Teresópolis,232
2012,Teresópolis,438
2013,Teresópolis,416
2014,Teresópolis,451
2015,Teresópolis,433
2016,Teresópolis,418
2017,Teresópolis,437
2018,Teresópolis,407
2019,Teresópolis,421
2020,Teresópolis,353
2021,Teresópolis,310
2022,Teresópolis,411
2023,Teresópolis,461
2024,Teresópolis,370
2025,Teresópolis,357
2010,Trajano de Moraes,12
2011,Trajano de Moraes,5
2012,Trajano de Moraes,16
2013,Trajano de Moraes,5
2014,Trajano de Moraes,14
2015,Trajano de Moraes,18
2016,Trajano de Moraes,10
2017,Trajano de Moraes,13
2018,Trajano de Moraes,17
2019,Trajano de Moraes,14
2020,Trajano de Moraes,27
2021,Trajano de Moraes,18
2022,Trajano de Moraes,16
2023,Trajano de Moraes,52
2024,Trajano de Moraes,25
2025,Trajano de Moraes,24
2010,Três Rios,90
2011,Três Rios,102
2012,Três Rios,99
2013,Três Rios,92
2014,Três Rios,66
2015,Três Rios,110
2016,Três Rios,123
2017,Três Rios,108
2018,Três Rios,128
2019,Três Rios,149
2020,Três Rios,114
2021,Três Rios,100
2022,Três Rios,115
2023,Três Rios,129
2024,Três Rios,124
2025,Três Rios,147
2010,Valença,80
2011,Valença,51
2012,Valença,36
2013,Valença,89
2014,Valença,64
2015,Valença,49
2016,Valença,43
2017,Valença,32
2018,Valença,162
2019,Valença,185
2020,Valença,188
2021,Valença,203
2022,Valença,266
2023,Valença,210
2024,Valença,248
2025,Valença,208
2010,Varre-Sai,5
2011,Varre-Sai,12
2012,Varre-Sai,3
2013,Varre-Sai,8
2014,Varre-Sai,3
2015,Varre-Sai,9
2016,Varre-Sai,11
2017,Varre-Sai,6
2018,Varre-Sai,3
2019,Varre-Sai,14
2020,Varre-Sai,9
2021,Varre-Sai,8
2022,Varre-Sai,11
2023,Varre-Sai,6
2024,Varre-Sai,10
2025,Varre-Sai,16
2010,Vassouras,96
2011,Vassouras,65
2012,Vassouras,149
2013,Vassouras,163
2014,Vassouras,108
2015,Vassouras,154
2016,Vassouras,115
2017,Vassouras,117
2018,Vassouras,134
2019,Vassouras,119
2020,Vassouras,95
2021,Vassouras,81
2022,Vassouras,138
2023,Vassouras,114
2024,Vassouras,123
2025,Vassouras,99
2010,Volta Redonda,251
2011,Volta Redonda,255
2012,Volta Redonda,306
2013,Volta Redonda,272
2014,Volta Redonda,234
2015,Volta Redonda,246
2016,Volta Redonda,316
2017,Volta Redonda,351
2018,Volta Redonda,333
2019,Volta Redonda,536
2020,Volta Redonda,446
2021,Volta Redonda,451
2022,Volta Redonda,630
2023,Volta Redonda,666
2024,Volta Redonda,780
2025,Volta Redonda,676
